p_drop_psi,p_socket_psi,p_plug_psi,q_lpm,temp_c,dist_mm,force_n,velocity_mms,SPEED_mms,is_movedir_mating,offest_radial_mm,offset_angle_deg,is_flowdir_s2p,cycle_num,test_owner,test_id,ocp_test_spec,test_date_ymd,plug_id,socket_id,plug_vendor,socket_vendor
,,,,20,89.8813,-219.410465,,399.999809,1,4.65,0,,23,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.1555,11.615732,,399.999809,0,4.65,0,,23,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.8013,-220.466112,,399.999809,1,4.65,0,,24,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.5955,11.254306,,399.999809,0,4.65,0,,24,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.8813,-218.4407,,399.999809,1,4.65,0,,25,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7955,12.270593,,399.999809,0,4.65,0,,25,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.9613,-220.229931,,399.999809,1,4.65,0,,26,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,91.8755,12.556871,,399.999809,0,4.65,0,,26,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7213,-217.617652,,399.999809,1,4.65,0,,27,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.0755,11.411759,,399.999809,0,4.65,0,,27,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.6413,-220.705865,,399.999809,1,4.65,0,,28,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.9155,12.467409,,399.999809,0,4.65,0,,28,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.8813,-222.65971,,399.999809,1,4.65,0,,29,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.2755,11.31514,,399.999809,0,4.65,0,,29,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.8813,-220.419589,,399.999809,1,4.65,0,,30,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,95.1555,12.946925,,399.999809,0,4.65,0,,30,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7213,-222.792109,,399.999809,1,4.65,0,,31,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.0755,15.37671,,399.999809,0,4.65,0,,31,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.9613,-224.964237,,399.999809,1,4.65,0,,32,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.8355,14.013311,,399.999809,0,4.65,0,,32,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.1213,-224.763843,,399.999809,1,4.65,0,,33,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,91.6355,12.267015,,399.999809,0,4.65,0,,33,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.9613,-224.216337,,399.999809,1,4.65,0,,34,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.7555,14.124243,,399.999809,0,4.65,0,,34,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.8813,-228.392407,,399.999809,1,4.65,0,,35,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.2355,12.467409,,399.999809,0,4.65,0,,35,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7213,-228.70731,,399.999809,1,4.65,0,,36,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,95.2355,12.080934,,399.999809,0,4.65,0,,36,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.9613,-230.0886,,399.999809,1,4.65,0,,37,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,93.1555,12.667804,,399.999809,0,4.65,0,,37,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7213,-229.97051,,399.999809,1,4.65,0,,38,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.0755,13.558844,,399.999809,0,4.65,0,,38,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.7213,-229.050843,,399.999809,1,4.65,0,,39,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.1955,12.546136,,399.999809,0,4.65,0,,39,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.19308,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-1.110902,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-0.462482,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-63.180501,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-89.777993,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-95.548467,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-93.76175,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.310597,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-0.716454,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-0.462725,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-63.785306,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-74.735265,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-78.957364,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-82.938689,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.354083,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-1.200778,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-17.817487,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-53.989686,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-103.682448,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-90.07317,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-89.140835,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.4413,-298.605476,,399.999809,1,5.25,3,,0,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.9155,19.83549,,399.999809,0,5.25,3,,0,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.3613,-258.734148,,399.999809,1,5.25,3,,1,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,69.0211,25.210361,,399.999809,0,5.25,3,,1,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.5213,-256.941344,,399.999809,1,5.25,3,,2,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,69.5071,25.042173,,399.999809,0,5.25,3,,2,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.5213,-265.808774,,399.999809,1,5.25,3,,3,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,69.4819,20.626334,,399.999809,0,5.25,3,,3,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.2013,-273.63131,,399.999809,1,5.25,3,,4,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.3555,25.614729,,399.999809,0,5.25,3,,4,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,90.5213,-318.473055,,399.999809,1,5.25,3,,5,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.4355,25.374971,,399.999809,0,5.25,3,,5,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,89.9613,-320.301673,,399.999809,1,5.25,3,,6,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.1955,23.38176,,399.999809,0,5.25,3,,6,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.2013,-277.667907,,399.999809,1,5.25,3,,7,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.1535,42.462193,,399.999809,0,5.25,3,,7,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.2013,-288.474891,,399.999809,1,5.25,3,,8,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.2628,47.722552,,399.999809,0,5.25,3,,8,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.6013,-279.57169,,399.999809,1,5.25,3,,9,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.2056,48.166283,,399.999809,0,5.25,3,,9,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.2013,-285.007371,,399.999809,1,5.25,3,,10,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.2509,48.327314,,399.999809,0,5.25,3,,10,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.4413,-286.71788,,399.999809,1,5.25,3,,11,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.2056,42.515869,,399.999809,0,5.25,3,,11,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.6013,-288.15643,,399.999809,1,5.25,3,,12,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.4201,42.923816,,399.999809,0,5.25,3,,12,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.279951,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-0.824151,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-17.14648,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-50.977841,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-98.929764,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-87.639539,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-84.225203,0,399.999809,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,83.892131,-195.584934,,39.999981,1,5.25,3,,0,SAFEWAY,11.3-24,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.822625,3.907695,,39.999981,0,5.25,3,,0,SAFEWAY,11.3-24,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.321805,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-0.505524,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-0.398413,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-64.169047,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-77.573008,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-82.149489,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-86.735288,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,68.732138,-94.421634,,39.999981,1,0,0,,0,SAFEWAY,11.3-26,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.742625,8.015785,,39.999981,0,0,0,,0,SAFEWAY,11.3-26,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.308851,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,97.001062,-1.103616,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.901344,-0.487517,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,88.400781,-62.810372,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,78.401516,-91.30919,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,72.400766,-105.33613,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,67.900203,-98.308179,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,81.372132,-113.423326,,39.999981,1,4.65,0,,0,SAFEWAY,11.3-28,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,92.502625,4.143875,,39.999981,0,4.65,0,,0,SAFEWAY,11.3-28,11.1-11,4/29/2022,2BP-C013,2B-D117,Cejn,Danfoss
,,,,20,110.740875,-0.370458,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,97.001062,-1.35494,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.901344,-0.349989,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,88.400781,-34.126461,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,78.401516,-78.625151,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,72.400766,-84.753001,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,67.900203,-88.228486,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,84.97213,-111.662719,,39.999981,1,4.65,0,,0,SAFEWAY,11.3-3,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,140.212104,3.392395,,39.999981,0,4.65,0,,0,SAFEWAY,11.3-3,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,110.740875,-0.212304,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,97.001062,-0.770832,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.901344,-4.123749,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,88.400781,-32.9934,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,78.401516,-74.426729,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,72.400766,-73.253865,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,67.900203,-78.081714,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,85.97213,-256.891314,,39.999981,1,5.25,3,,0,SAFEWAY,11.3-5,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.542625,14.113508,,39.999981,0,5.25,3,,0,SAFEWAY,11.3-5,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,110.740875,-0.181214,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,97.001062,-0.40348,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.901344,-0.527253,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,88.400781,-34.136265,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,78.401516,-70.534366,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,72.400766,-74.064317,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,67.900203,-77.65012,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,70.212137,-88.635247,,39.999981,1,0,0,,0,SAFEWAY,11.3-7,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.902625,4.068727,,39.999981,0,0,0,,0,SAFEWAY,11.3-7,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.1018,-88.263087,,399.999809,1,0,0,,0,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.1555,15.383867,,399.999809,0,0,0,,0,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.1613,-89.336632,,399.999809,1,0,0,,1,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.2355,13.472961,,399.999809,0,0,0,,1,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.0013,-88.552946,,399.999809,1,0,0,,2,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.4355,15.301562,,399.999809,0,0,0,,2,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.1482,-85.876245,,399.999809,1,0,0,,3,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.1155,12.009364,,399.999809,0,0,0,,3,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.0013,-86.867485,,399.999809,1,0,0,,4,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.5955,10.667436,,399.999809,0,0,0,,4,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.0013,-86.788758,,399.999809,1,0,0,,5,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,91.5555,10.116351,,399.999809,0,0,0,,5,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.1613,-86.491745,,399.999809,1,0,0,,6,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.1155,13.319086,,399.999809,0,0,0,,6,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.2413,-87.039251,,399.999809,1,0,0,,7,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.6755,10.975185,,399.999809,0,0,0,,7,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.1613,-87.805045,,399.999809,1,0,0,,8,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,91.4755,8.370055,,399.999809,0,0,0,,8,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.0813,-88.456327,,399.999809,1,0,0,,9,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,91.3955,8.491723,,399.999809,0,0,0,,9,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.9213,-88.123529,,399.999809,1,0,0,,10,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.3555,8.767265,,399.999809,0,0,0,,10,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.0789,-88.170046,,399.999809,1,0,0,,11,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,92.0355,7.597104,,399.999809,0,0,0,,11,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.0789,-88.892898,,399.999809,1,0,0,,12,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,93.1555,6.50209,,399.999809,0,0,0,,12,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.1482,-88.739023,,399.999809,1,0,0,,13,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,89.3955,6.605866,,399.999809,0,0,0,,13,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,69.0562,-89.250745,,399.999809,1,0,0,,14,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
,,,,20,88.1155,6.688171,,399.999809,0,0,0,,14,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-C024,2B-P48,Cejn,Parker
