p_drop_psi,p_socket_psi,p_plug_psi,q_lpm,temp_c,dist_mm,force_n,velocity_mms,SPEED_mms,is_movedir_mating,offest_radial_mm,offset_angle_deg,is_flowdir_s2p,cycle_num,test_owner,test_id,ocp_test_spec,test_date_ymd,plug_id,socket_id,plug_vendor,socket_vendor,FORCE MAX,FORCE MIN,DIST @MAX,DIST @MIN
,,,,20,,,,399.999809,1,4.65,0,,1,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,40.000202,-326.027404,68.0975,92.5213
,,,,20,,,,399.999809,1,4.65,0,,2,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,41.46022,-308.206607,67.9776,92.3613
,,,,20,,,,399.999809,1,4.65,0,,3,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,46.162337,-316.852176,68.0888,92.5213
,,,,20,,,,399.999809,1,4.65,0,,4,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,41.46022,-319.128071,68.1154,92.2813
,,,,20,110.740875,-0.297643,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-1.329089,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-1.511391,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-30.490458,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-76.631209,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-74.310669,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-75.683816,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-17,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,110.740875,-0.290386,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-0.354827,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-13.917164,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-29.129334,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-68.014832,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-71.463479,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-72.587893,0,39.999981,1,0,0,,0,SAFEWAY,11.3-18,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,110.740875,-0.278964,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-1.008128,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-25.013629,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-27.817737,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-103.146792,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-65.739425,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-69.170009,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-19,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,,,,399.999809,1,5.25,3,,0,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,187.193539,-574.175705,78.2027,92.2013
,,,,20,,,,399.999809,1,5.25,3,,1,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,185.647643,-547.337312,80.141,92.2013
,,,,20,,,,399.999809,1,5.25,3,,2,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,184.6242,-526.510676,80.141,92.2013
,,,,20,,,,399.999809,1,5.25,3,,3,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,190.278182,-516.834501,80.2808,92.3613
,,,,20,,,,399.999809,1,5.25,3,,4,SAFEWAY,11.3-20,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,185.157386,-515.206295,80.2808,92.2813
,,,,20,110.740875,-0.270633,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-0.967548,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-23.38621,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-27.842529,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-101.339176,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-65.940965,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-69.248593,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-23,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,,,,39.999981,1,5.25,3,,0,SAFEWAY,11.3-24,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,281.346594,-317.081165,102.10262,87.492129
,,,,20,110.740875,-0.279479,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-0.366235,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-8.046947,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-29.083573,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-68.39511,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-69.905755,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-73.226035,0,39.999981,1,0,0,,0,SAFEWAY,11.3-25,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,,,,39.999981,1,0,0,,0,SAFEWAY,11.3-26,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,3.682251,-83.704109,93.062625,81.372132
,,,,20,110.740875,-0.306761,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,97.001062,-1.383796,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,92.901344,-1.506281,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,88.400781,-37.582967,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,78.401516,-75.521627,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,72.400766,-74.233448,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,67.900203,-73.449863,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-27,11.1-9,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,,,,
,,,,20,,,,39.999981,1,4.65,0,,0,SAFEWAY,11.3-28,11.1-11,4/29/2022,2BP-C025,2B-S203,Cejn,Safeway,3.285041,-170.822023,158.492095,87.932129
,,,,20,110.740875,-0.376012,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-0.792947,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-0.860953,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-48.576858,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-71.971036,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-78.770237,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-84.140397,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-2,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,,,,39.999981,1,4.65,0,,0,SAFEWAY,11.3-3,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,3.23852,-94.5111,140.212104,68.652138
,,,,20,110.740875,-0.335303,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-1.035582,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-6.043687,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-51.874937,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-96.44904,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-98.409906,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-96.460113,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-4,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,,,,39.999981,1,5.25,3,,0,SAFEWAY,11.3-5,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,3.056018,-188.19897,116.332115,87.372129
,,,,20,110.740875,-0.332025,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-0.502404,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-1.135608,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-22.146269,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-88.833209,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-100.950139,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-95.314229,0,39.999981,1,0,0,,0,SAFEWAY,11.3-6,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,,,,39.999981,1,0,0,,0,SAFEWAY,11.3-7,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,3.166951,-135.649218,137.172105,80.812132
,,,,20,,,,399.999809,1,0,0,,0,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,12.402997,-172.747208,92.4355,86.2013
,,,,20,,,,399.999809,1,0,0,,1,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.890037,-190.042007,91.9555,89.7213
,,,,20,,,,399.999809,1,0,0,,2,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.530584,-198.032713,91.9555,89.8013
,,,,20,,,,399.999809,1,0,0,,3,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.816862,-217.649889,92.3555,89.8013
,,,,20,,,,399.999809,1,0,0,,4,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,17.498746,-219.44627,93.1555,89.7213
,,,,20,,,,399.999809,1,0,0,,5,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.9294,-221.49315,93.4755,88.1213
,,,,20,,,,399.999809,1,0,0,,6,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.312297,-203.91206,92.2755,85.4013
,,,,20,,,,399.999809,1,0,0,,7,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.897194,-209.136613,92.4355,85.5613
,,,,20,,,,399.999809,1,0,0,,8,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.50393,-222.294625,92.2755,85.4813
,,,,20,,,,399.999809,1,0,0,,9,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.099562,-206.359712,92.4355,85.4013
,,,,20,,,,399.999809,1,0,0,,10,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.441122,-218.132883,92.9155,85.2413
,,,,20,,,,399.999809,1,0,0,,11,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.146082,-219.295888,91.5555,85.5613
,,,,20,,,,399.999809,1,0,0,,12,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.443096,-189.784341,92.3555,85.0013
,,,,20,,,,399.999809,1,0,0,,13,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.679275,-213.559606,92.1155,85.4013
,,,,20,,,,399.999809,1,0,0,,14,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.922244,-221.729251,92.2755,85.4013
,,,,20,,,,399.999809,1,0,0,,15,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.97271,-189.555322,91.7155,85.0013
,,,,20,,,,399.999809,1,0,0,,16,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,17.330558,-201.042205,92.1955,85.0813
,,,,20,,,,399.999809,1,0,0,,17,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,18.4041,-185.740667,92.1155,84.6013
,,,,20,,,,399.999809,1,0,0,,18,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.748871,-194.12144,94.4355,82.3971
,,,,20,,,,399.999809,1,0,0,,19,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,18.064145,-197.324175,92.5155,84.9213
,,,,20,,,,399.999809,1,0,0,,20,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.994181,-182.512884,92.0355,84.7613
,,,,20,,,,399.999809,1,0,0,,21,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,18.14645,-201.729255,92.9955,84.7613
,,,,20,,,,399.999809,1,0,0,,22,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,17.384235,-186.595921,91.9555,84.6013
,,,,20,,,,399.999809,1,0,0,,23,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,18.214441,-195.814055,92.1155,84.8413
,,,,20,,,,399.999809,1,0,0,,24,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.446674,-200.988523,92.2755,84.8413
,,,,20,,,,399.999809,1,0,0,,25,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.47888,-200.534056,92.2755,84.6013
,,,,20,,,,399.999809,1,0,0,,26,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.756028,-197.728535,92.6755,84.7613
,,,,20,,,,399.999809,1,0,0,,27,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.988629,-193.631194,92.0355,84.6813
,,,,20,,,,399.999809,1,0,0,,28,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.899167,-188.481776,92.0355,84.5213
,,,,20,,,,399.999809,1,0,0,,29,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.654226,-187.490539,91.9555,84.5213
,,,,20,,,,399.999809,1,0,0,,30,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.425203,-184.785215,92.3555,84.5213
,,,,20,,,,399.999809,1,0,0,,31,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,17.248253,-182.001168,91.9555,84.4413
,,,,20,,,,399.999809,1,0,0,,32,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.146082,-185.493754,92.8355,84.5213
,,,,20,,,,399.999809,1,0,0,,33,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.328584,-180.065216,91.4755,84.6813
,,,,20,,,,399.999809,1,0,0,,34,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.78984,-191.201412,93.1555,84.6813
,,,,20,,,,399.999809,1,0,0,,35,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.501957,-188.735849,91.4755,84.6013
,,,,20,,,,399.999809,1,0,0,,36,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,14.471356,-186.474256,93.3155,84.5213
,,,,20,,,,399.999809,1,0,0,,37,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.135347,-181.711319,91.3155,84.2813
,,,,20,,,,399.999809,1,0,0,,38,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,16.24628,-206.055641,92.5955,84.6013
,,,,20,,,,399.999809,1,0,0,,39,SAFEWAY,11.3-8,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,15.491221,-177.431469,92.2755,84.2813
,,,,20,110.740875,-0.363044,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-0.436316,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-1.106321,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-21.649133,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-110.287662,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-130.570599,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-128.327039,0,39.999981,1,0,0,,0,SAFEWAY,11.3-11,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,110.740875,-0.273567,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-0.81509,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-2.753994,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-50.200726,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-97.433964,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-100.827134,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-100.753635,0,39.999981,1,5.25,3,,0,SAFEWAY,11.3-12,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,110.740875,-0.264449,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,97.001062,-0.569722,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,92.901344,-1.136395,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,88.400781,-52.510805,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,78.401516,-75.735148,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,72.400766,-82.032462,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,67.900203,-88.1535,0,39.999981,1,4.65,0,,0,SAFEWAY,11.3-13,11.1-9,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,,,,
,,,,20,,,,399.999809,1,4.65,0,,0,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,11.38671,-171.093963,88.5155,92.6013
,,,,20,,,,399.999809,1,4.65,0,,1,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,12.116719,-183.912017,88.5955,92.6813
,,,,20,,,,399.999809,1,4.65,0,,2,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,11.766028,-244.867543,88.3555,92.5213
,,,,20,,,,399.999809,1,4.65,0,,3,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,13.236781,-288.936084,88.1955,92.5213
,,,,20,,,,399.999809,1,4.65,0,,4,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,12.356476,-282.68109,88.2755,92.6813
,,,,20,,,,399.999809,1,4.65,0,,5,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,50.248957,-302.187167,67.949,92.5213
,,,,20,,,,399.999809,1,4.65,0,,6,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,47.321763,-303.296521,67.9411,92.5213
,,,,20,,,,399.999809,1,4.65,0,,7,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,41.617673,-307.218611,67.9133,91.8813
,,,,20,,,,399.999809,1,4.65,0,,8,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,63.74339,-332.321566,90.5213,91.8813
,,,,20,,,,399.999809,1,4.65,0,,9,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,53.140367,-334.42207,90.2813,91.7213
,,,,20,,,,399.999809,1,4.65,0,,10,SAFEWAY,11.3-14,11.1-11,4/29/2022,2BP-D021,2B-C136,Danfoss,Cejn,66.752887,-346.531521,90.3613,91.7213
